Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_000,23,1,0.5621753632865646,0.5829791329933516,0.01644582539804759,0.06798862869677813,30
gpt-4o,question_000,23,2,0.43782261315102805,0.4170194328396846,0.016445824054717506,0.06798888173253981,30
gpt-4o,question_000,23,3,1.439893960232255e-06,1.1747914129286182e-06,2.0334779219502416e-07,7.347387994299862e-07,30
gpt-4o,question_000,23,4,4.530827369732369e-07,2.1985678398339407e-07,7.661676662776226e-08,3.200734177112642e-07,30
gpt-4o,question_000,23,5,5.163500072328316e-08,4.0034470944878247e-08,5.19549986228607e-09,2.231519174954673e-08,30
gpt-4o,question_000,23,6,5.977185178032055e-09,4.413856013029546e-09,5.671324782553978e-10,2.7498129909791063e-09,30
gpt-4o,question_000,23,7,2.958921225701078e-09,1.921081134398144e-09,3.485369936809846e-10,1.5788604600470031e-09,30
gpt-4o,question_000,23,8,1.397695419216636e-09,9.631562993291918e-10,2.6589051210777666e-10,1.0351370495255432e-09,30
gpt-4o,question_000,23,9,9.457280272671825e-10,7.685361940924347e-10,7.975478705259058e-11,3.3332977475975124e-10,30
gpt-4o,question_000,23,10,6.758813413667492e-10,6.027602632944118e-10,1.0466211376517212e-10,4.3805382421983776e-10,30
gpt-4o,question_000,24,1,0.9999993295729128,0.9999993971216251,1.7324437851461082e-07,8.344251957170812e-07,30
gpt-4o,question_000,24,2,6.179390841557158e-07,5.273946357022386e-07,1.6368945235496483e-07,7.954710457441112e-07,30
gpt-4o,question_000,24,3,2.3859584989085823e-10,2.2923253510234738e-10,9.383680074217828e-11,4.713338502023733e-10,30
gpt-4o,question_000,24,4,1.9893561087465334e-11,1.4540974784403482e-11,4.422376804832675e-12,1.9498973748200247e-11,30
gpt-4o,question_000,24,5,1.0900772038298744e-11,9.559693881418735e-12,2.3061078601333306e-12,1.0143804255642996e-11,30
gpt-4o,question_000,24,6,1.0240327647529719e-11,1.1469395316438515e-11,4.153517840370293e-12,2.0142259496830612e-11,30
gpt-4o,question_000,24,7,1.0240327647529719e-11,6.522718050341887e-12,3.1044954673107073e-12,1.2157476152019363e-11,30
gpt-4o,question_000,24,8,4.990737108200326e-12,3.4078009709651457e-12,1.0497957679884389e-12,3.291599949089939e-12,30
gpt-4o,question_000,24,9,2.1464892830804427e-12,1.853527583649183e-12,4.455258116522959e-13,1.7764983974433599e-12,30
gpt-4o,question_000,24,10,1.6980127826590028e-12,1.1311707353372348e-12,4.0206435995570987e-13,1.4336717984409464e-12,30
gpt-4o,question_000,25,1,0.9999832372181827,0.9999847669790196,3.0566362457631934e-06,1.3469805956400904e-05,30
gpt-4o,question_000,25,2,1.6701414089010932e-05,1.513880421697444e-05,3.056494002371447e-06,1.3461019475521866e-05,30
gpt-4o,question_000,25,3,8.814284735483024e-09,8.448202733888692e-09,1.994443288626516e-09,8.938171848698568e-09,30
gpt-4o,question_000,25,4,4.099023074510373e-09,4.7160713878531665e-09,9.799310058491933e-10,3.912094484912881e-09,30
gpt-4o,question_000,25,5,1.0203275169535704e-09,8.113802395141331e-10,1.860592312053059e-10,8.043727720048305e-10,30
gpt-4o,question_000,25,6,8.198561924283016e-10,6.999919340529964e-10,1.431711451987704e-10,6.207526334589464e-10,30
gpt-4o,question_000,25,7,3.417669082215936e-10,3.1974099855872307e-10,7.260349626315644e-11,3.385316615560286e-10,30
gpt-4o,question_000,25,8,9.055921533142581e-11,7.441055783654478e-11,1.9867882198699194e-11,8.11617919681384e-11,30
gpt-4o,question_000,25,9,9.055921533142581e-11,7.365717485261484e-11,1.3102456867346871e-11,5.098604662049422e-11,30
gpt-4o,question_000,25,10,8.641220693418562e-11,7.02144898742021e-11,1.513895103379005e-11,6.75283663610115e-11,30
gpt-4o,question_000,26,1,0.9999993295729128,0.9999992103693421,1.4104356724419096e-07,5.960178041108932e-07,30
gpt-4o,question_000,26,2,5.539170150906143e-07,6.900845819996348e-07,1.371362485305608e-07,5.627609373413597e-07,30
gpt-4o,question_000,26,3,1.4761402528977027e-08,1.3284534996576902e-08,2.9066425495231525e-09,1.2753907231356708e-08,30
gpt-4o,question_000,26,4,1.3026892009626639e-08,1.0516618506240679e-08,2.193384806289692e-09,1.1293649309093842e-08,30
gpt-4o,question_000,26,5,8.28039636107427e-09,9.409219037398894e-09,1.4546892827647639e-09,6.075764012406864e-09,30
gpt-4o,question_000,26,6,4.099093439508832e-09,4.591263316324197e-09,6.514803270226354e-10,3.0032054463969706e-09,30
gpt-4o,question_000,26,7,2.7735853597511714e-09,4.0342464874647585e-09,1.0826484414025115e-09,4.637186487901857e-09,30
gpt-4o,question_000,26,8,8.727473555221112e-10,9.159965998867577e-10,1.864890254288156e-10,8.789220368651907e-10,30
gpt-4o,question_000,26,9,3.995728557559744e-10,4.072022116253625e-10,7.790391225402872e-11,3.6488540497624014e-10,30
gpt-4o,question_000,26,10,3.933780528158328e-10,4.29285891452467e-10,6.215764340801039e-11,2.758041042579706e-10,30
gpt-4o,question_000,27,1,0.9999859788604943,0.9999872026701377,1.8640150791516818e-06,8.224958308766794e-06,30
gpt-4o,question_000,27,2,7.183209242091121e-06,7.714421654460668e-06,1.5493701972199598e-06,7.004116400607345e-06,30
gpt-4o,question_000,27,3,6.5403864428847876e-06,4.8324832444793415e-06,7.34355888695097e-07,2.9284178923776783e-06,30
gpt-4o,question_000,27,4,7.614409145868648e-08,9.01598190523612e-08,2.0880973616642204e-08,9.534451635842078e-08,30
gpt-4o,question_000,27,5,6.312566899664261e-08,5.631429976732908e-08,8.319819970094888e-09,4.090749985070003e-08,30
gpt-4o,question_000,27,6,2.1310288526470393e-08,1.8056889476798034e-08,2.9012565144550777e-09,1.4004819845363087e-08,30
gpt-4o,question_000,27,7,1.0715486006781147e-08,8.563070238708275e-09,1.3609115707956073e-09,6.044542374627704e-09,30
gpt-4o,question_000,27,8,8.953123676288748e-09,6.307543520390868e-09,1.3004897167638253e-09,6.2636170424453365e-09,30
gpt-4o,question_000,27,9,6.811177314751985e-09,5.138843106044058e-09,9.058681847524006e-10,4.586839183368889e-09,30
gpt-4o,question_000,27,10,4.537222249590574e-09,3.5719456988513147e-09,8.63871575482078e-10,3.7695004483582355e-09,30
gpt-4o,question_000,28,1,0.477905860572455,0.45695356039350365,0.038330861219322575,0.14744027678938515,30
gpt-4o,question_000,28,2,0.2853706064664323,0.2909460650320563,0.03445910786155865,0.12036527068287295,30
gpt-4o,question_000,28,3,0.23658054223347244,0.2519254529961892,0.017330461391382876,0.058941996776759875,30
gpt-4o,question_000,28,4,5.04467955017698e-05,5.9250293923814266e-05,8.830310357542487e-06,3.5093685966374026e-05,30
gpt-4o,question_000,28,5,3.4671541697727026e-05,4.658794164150883e-05,7.800897983239101e-06,2.6380275747964523e-05,30
gpt-4o,question_000,28,6,3.36048105039694e-05,4.368875462589052e-05,4.711903069729356e-06,1.6362887726781262e-05,30
gpt-4o,question_000,28,7,9.187043961673376e-06,1.0109900903529712e-05,1.4900276505666761e-06,5.802563166231029e-06,30
gpt-4o,question_000,28,8,5.317053127517483e-06,5.3804022782033415e-06,3.6277939507535253e-07,1.5965861583745487e-06,30
gpt-4o,question_000,28,9,3.829729700738408e-06,3.7557124352332993e-06,3.4699821035509997e-07,1.3422724195390258e-06,30
gpt-4o,question_000,28,10,1.9408125517273095e-06,1.8829084096498813e-06,2.5962378863360915e-07,1.0217448912425976e-06,30
gpt-4o,question_000,29,1,0.9999978991308366,0.9999979825733648,3.200783906857203e-07,1.072830825399329e-06,30
gpt-4o,question_000,29,2,1.994729895832688e-06,1.9049419610027307e-06,3.1962813221038674e-07,1.0457290511706492e-06,30
gpt-4o,question_000,29,3,4.618425455948066e-08,4.187713592594616e-08,7.986248925947067e-09,3.4793759099930776e-08,30
gpt-4o,question_000,29,4,8.152005165739432e-09,7.40223789017579e-09,1.5674687455807549e-09,6.481911784965435e-09,30
gpt-4o,question_000,29,5,4.572860456676765e-09,5.401010502470657e-09,9.215799734261559e-10,4.2301140778274225e-09,30
gpt-4o,question_000,29,6,7.82324181179788e-10,9.03312019128313e-10,3.667936862399646e-10,1.5400094363120098e-09,30
gpt-4o,question_000,29,7,5.130607240225721e-10,5.284013062500019e-10,8.879552628312796e-11,2.984206722086183e-10,30
gpt-4o,question_000,29,8,4.2534227960943067e-10,5.262948946234162e-10,1.4648241154849343e-10,6.167515003618777e-10,30
gpt-4o,question_000,29,9,2.9693676645623826e-10,2.278314218151614e-10,5.586308936151939e-11,2.493352098531879e-10,30
gpt-4o,question_000,29,10,2.789462772385846e-10,2.9637759889028274e-10,7.753529498416364e-11,3.3850060418793676e-10,30
gpt-4o,question_000,30,1,0.9999953958623826,0.9999946051501462,1.704362093629673e-06,6.5561648685541485e-06,30
gpt-4o,question_000,30,2,4.565969140725194e-06,5.323452166307777e-06,1.7046198296548602e-06,6.575820295812294e-06,30
gpt-4o,question_000,30,3,4.3203962182734873e-10,4.461852687326098e-10,9.388138734815544e-11,4.456741076687375e-10,30
gpt-4o,question_000,30,4,4.3203962182734873e-10,5.074524915825385e-10,1.4860600887755556e-10,7.824222299772648e-10,30
gpt-4o,question_000,30,5,1.91716420034333e-10,2.2463829154964253e-10,4.381856161796718e-11,2.1681809109969361e-10,30
gpt-4o,question_000,30,6,6.32213652154782e-11,5.1749547170074485e-11,1.280249855525126e-11,5.8081836168661443e-11,30
gpt-4o,question_000,30,7,4.923684873665771e-11,6.536954327437515e-11,1.972864494194535e-11,8.546997353998037e-11,30
gpt-4o,question_000,30,8,4.847350215061376e-11,5.451296504306832e-11,1.4249160232478004e-11,5.952953181524754e-11,30
gpt-4o,question_000,30,9,4.772199015645324e-11,3.990659703506853e-11,9.5106590598417e-12,3.662137388272398e-11,30
gpt-4o,question_000,30,10,4.6253738874987433e-11,6.526207945121651e-11,2.0191520457851702e-11,9.19180192832493e-11,30
gpt-4o,question_000,31,1,0.9999993295729128,0.9999992977853126,2.2392794234416912e-07,8.344250252978469e-07,30
gpt-4o,question_000,31,2,5.715002286213223e-07,5.889750654473063e-07,1.8293958574676502e-07,7.105025164505964e-07,30
gpt-4o,question_000,31,3,3.2749602904241094e-08,4.83378064797613e-08,4.304475182643526e-08,1.913443347744421e-07,30
gpt-4o,question_000,31,4,1.0527342603329376e-09,8.214800403624024e-10,3.9512743643608063e-10,1.4966665770437545e-09,30
gpt-4o,question_000,31,5,2.2414005812055543e-10,4.151354382773327e-10,4.440035691333185e-10,1.7674610100449463e-09,30
gpt-4o,question_000,31,6,1.7456045278195877e-10,1.863631773748189e-10,1.5634009274851357e-10,7.98888544846154e-10,30
gpt-4o,question_000,31,7,1.2573117750763228e-10,1.542429596805434e-10,5.022405406216053e-11,1.9681730106054002e-10,30
gpt-4o,question_000,31,8,3.5464107047741826e-11,5.391937353397525e-11,3.6644788424261066e-11,1.5226867601047655e-10,30
gpt-4o,question_000,31,9,3.2290436924059623e-11,2.0681218175743144e-11,1.3365404869455711e-11,6.377896731468033e-11,30
gpt-4o,question_000,31,10,2.697966990573769e-11,2.2540821047271724e-11,9.634345969498453e-12,4.1018307828205065e-11,30
gpt-4o,question_000,32,1,0.9998142382219288,0.9998368469622562,2.94367284068241e-05,0.0001347789199867,30
gpt-4o,question_000,32,2,0.0001852256092374882,0.00016269873231347095,2.932948041472857e-05,0.00013440426808175408,30
gpt-4o,question_000,32,3,3.8063079772055856e-07,3.1138628359474217e-07,6.69729865788583e-08,2.521606747131548e-07,30
gpt-4o,question_000,32,4,6.311483368741022e-08,6.256771079930828e-08,1.6433302814692044e-08,6.064441374838262e-08,30
gpt-4o,question_000,32,5,5.1807810363786695e-09,4.928430772043996e-09,1.0507525205580756e-09,4.127661524919311e-09,30
gpt-4o,question_000,32,6,2.2633156142787465e-09,2.388457536182155e-09,4.215345042747091e-10,1.757571650783534e-09,30
gpt-4o,question_000,32,7,1.4386509355099386e-09,1.2418411047710287e-09,3.096448313094465e-10,1.2341785900728607e-09,30
gpt-4o,question_000,32,8,8.590577105265231e-10,1.0139579635614897e-09,3.0711777897280133e-10,1.0840945218081475e-09,30
gpt-4o,question_000,32,9,7.944985040646849e-10,8.825731275921492e-10,1.535808977710849e-10,5.155064080751107e-10,30
gpt-4o,question_000,32,10,7.581157686810706e-10,7.25660531545736e-10,1.5518467893104904e-10,5.456889150024355e-10,30
gpt-4o,question_000,33,1,0.9999622579445043,0.99996323142809,6.725220604502e-06,2.8131079837123707e-05,30
gpt-4o,question_000,33,2,2.5071266037419326e-05,2.6690045353916373e-05,5.768042399219932e-06,2.3257720734188508e-05,30
gpt-4o,question_000,33,3,1.130050495487049e-05,8.867881305146038e-06,1.6508756042603643e-06,6.485384501357595e-06,30
gpt-4o,question_000,33,4,3.747850606233827e-07,3.4699407939631283e-07,6.49489360462099e-08,2.6767873901898175e-07,30
gpt-4o,question_000,33,5,2.3453449797680017e-07,2.1640165072567206e-07,2.5811480512995257e-08,9.385154292154299e-08,30
gpt-4o,question_000,33,6,1.7158910424698154e-07,1.260141023605062e-07,1.8535050585714554e-08,7.682805877980784e-08,30
gpt-4o,question_000,33,7,1.0087203062502929e-07,9.098302563030428e-08,1.7189864734203222e-08,7.71367920438623e-08,30
gpt-4o,question_000,33,8,9.184502905753328e-08,1.1297191691286759e-07,2.919273714177617e-08,1.046063027253767e-07,30
gpt-4o,question_000,33,9,5.3992907209964505e-08,5.50071724330894e-08,9.383038100077902e-09,3.6638819778448617e-08,30
gpt-4o,question_000,33,10,3.8286704310354615e-08,3.827278958310693e-08,3.757122297264365e-09,1.4217536756653691e-08,30
gpt-4o,question_000,34,1,0.9315989775838336,0.9401671348414262,0.003680148362210609,0.014440876185172535,30
gpt-4o,question_000,34,2,0.03340740301178124,0.029336604253107735,0.0016340435301634365,0.006986385471482906,30
gpt-4o,question_000,34,3,0.027266327677066722,0.02464435784783386,0.0014557082649713318,0.004801630437495551,30
gpt-4o,question_000,34,4,0.004592398894353992,0.0031357641541443406,0.0008048943086124561,0.0026239545435990793,30
gpt-4o,question_000,34,5,0.0010247027007626783,0.0007963556595575934,0.00011091999379561913,0.0004249519077915708,30
gpt-4o,question_000,34,6,0.0006825991569836661,0.0005795513097588874,4.272050658892244e-05,0.0001929994831623231,30
gpt-4o,question_000,34,7,0.0005484838314174985,0.0005434101875119774,5.470460009459639e-05,0.0001935673785227654,30
gpt-4o,question_000,34,8,0.00024722091376814257,0.000252350264185979,3.161577473685383e-05,0.00012774517411138687,30
gpt-4o,question_000,34,9,0.0002181716906545192,0.00020581905926695724,1.6652829078974032e-05,6.324443374773695e-05,30
gpt-4o,question_000,34,10,8.280863344598014e-05,6.758952644694714e-05,7.963891456325704e-06,3.2296056686365336e-05,30
gpt-4o,question_000,35,1,0.49702294296977256,0.48862922813725973,0.012516842058645696,0.054566707604631004,30
gpt-4o,question_000,35,2,0.3062069522656024,0.3104577134288914,0.009083569157360359,0.04555168390936781,30
gpt-4o,question_000,35,3,0.04079812758971991,0.03848407557316533,0.002586443623265571,0.009634228861439387,30
gpt-4o,question_000,35,4,0.037732099882795765,0.043180319413980345,0.00457372958101324,0.01757429839502256,30
gpt-4o,question_000,35,5,0.03329846127457984,0.0311949216773388,0.0017754400426081742,0.006067916924311245,30
gpt-4o,question_000,35,6,0.031773613714720955,0.03107173779545066,0.0015709197407244514,0.007282209848597031,30
gpt-4o,question_000,35,7,0.02288567543425509,0.023241409154394595,0.0010524183853806946,0.004686259670318448,30
gpt-4o,question_000,35,8,0.017007189866152118,0.019443663546301396,0.001802843597647575,0.006850016705682527,30
gpt-4o,question_000,35,9,0.0035649006593862394,0.0041468035880235215,0.0004492838246864229,0.0015639845135318534,30
gpt-4o,question_000,35,10,0.0026492092200785015,0.0032730718083588406,0.0004095120744129342,0.001455331052510779,30
gpt-4o,question_001,0,1,0.933991913000039,0.933461147605472,0.0026418549319007787,0.015025263013636603,30
gpt-4o,question_001,0,2,0.06355894022884018,0.06417906273770103,0.002785717076140797,0.015343868210711077,30
gpt-4o,question_001,0,3,0.0012785388550286653,0.0012616234984395662,7.289808648559442e-05,0.000498623017923291,30
gpt-4o,question_001,0,4,0.00027221650080699845,0.0002555865679890505,3.1476433960008344e-05,0.00011127108416905654,30
gpt-4o,question_001,0,5,0.00023650579446430665,0.00022763355285264987,3.125640160397865e-05,0.00016153506571289344,30
gpt-4o,question_001,0,6,0.0001526996176875375,0.0001377176651601977,2.757900304281513e-05,7.547703829743157e-05,30
gpt-4o,question_001,0,7,0.00014800154435459312,0.0001429839874462087,1.230826322645584e-05,5.172605478957854e-05,30
gpt-4o,question_001,0,8,0.0001434480155422964,0.000137620471060833,1.3424447160446826e-05,4.4940326699250484e-05,30
gpt-4o,question_001,0,9,0.00013061090447066506,0.00011373980994277153,3.116599698436509e-05,8.502645970192473e-05,30
gpt-4o,question_001,0,10,3.054184493887387e-05,3.000556813342317e-05,5.0524177576563735e-06,2.578209778130922e-05,30
gpt-4o,question_001,1,1,0.975644778890904,0.9766221712066782,0.0017909347526994068,0.00770069580655075,30
gpt-4o,question_001,1,2,0.012671412936268832,0.012078982071476835,0.0009830766965489405,0.00422734218097609,30
gpt-4o,question_001,1,3,0.0048852648761496765,0.004686705236979061,0.00047331258235650935,0.001763605192667605,30
gpt-4o,question_001,1,4,0.0018834373901454701,0.0018438306647466525,0.0001476604455760333,0.0008815162628146706,30
gpt-4o,question_001,1,5,0.001825490113584378,0.0017772011384663518,0.00010513190486395339,0.0003363902404310052,30
gpt-4o,question_001,1,6,0.0012944663255210311,0.0012432723258204873,9.81702338287007e-05,0.0002950368727657948,30
gpt-4o,question_001,1,7,0.0003826435149390366,0.00037934487887078864,1.9389924100193408e-05,0.00011930326594926139,30
gpt-4o,question_001,1,8,0.00033768171672778215,0.00033251964647065373,1.6715142793719803e-05,0.00010046342236321831,30
gpt-4o,question_001,1,9,0.00030746284853891924,0.0002927722503155347,3.2396386206513736e-05,0.00013237297917395363,30
gpt-4o,question_001,1,10,0.00021131591942733172,0.0002067694246956473,1.1464678837180753e-05,5.971873137238334e-05,30
gpt-4o,question_001,2,1,0.9968508994334524,0.9966571400662344,0.00043698662692074003,0.0022852052581678883,30
gpt-4o,question_001,2,2,0.0025098575566147056,0.0026928813705286237,0.00037136638386369293,0.001895426966403192,30
gpt-4o,question_001,2,3,0.00059614342266005,0.0006065941382467774,7.208679598071866e-05,0.0004261726687086403,30
gpt-4o,question_001,2,4,2.702417287131016e-05,2.686466318687762e-05,2.276542160615464e-06,1.446444006076032e-05,30
gpt-4o,question_001,2,5,1.0418746764801003e-05,1.0242914336597979e-05,1.1334507965151947e-06,5.903079392617804e-06,30
gpt-4o,question_001,2,6,3.744055031156275e-06,4.214773319856584e-06,1.2775788813303871e-06,6.684626437768746e-06,30
gpt-4o,question_001,2,7,9.247163445854066e-07,1.022851532807465e-06,2.012482926538168e-07,1.184571448272439e-06,30
gpt-4o,question_001,2,8,4.436837509374157e-07,4.448655503203432e-07,8.319991975402626e-08,4.844780398013671e-07,30
gpt-4o,question_001,2,9,1.8567879754316105e-07,1.769705586711005e-07,3.2700099137401407e-08,1.7300353419150296e-07,30
